pays;libelleVille;codePostal;codeInsee
01;Attignat;1340;1024
01;Beaupont;1270;1029
01;Bény;1370;1038
01;Béreyziat;1340;1040
01;Bohas-Meyriat-Rignat;1250;1245
01;Bourg-en-Bresse;1000;1053
01;Buellas;1310;1065
01;Certines;1240;1069
01;Ceyzériat;1250;1072
01;Chavannes-sur-Suran;1250;1095
01;Cize;1250;1106
01;Coligny;1270;1108
01;Confrançon;1310;1115
01;Cormoz;1560;1124
01;Corveissiat;1250;1125
01;Courmangoux;1370;1127
01;Courtes;1560;1128
01;Cras-sur-Reyssouze;1340;1130
01;Curciat-Dongalon;1560;1139
01;Curtafond;1310;1140
01;Dompierre-sur-Veyle;1240;1145
01;Domsure;1270;1147
01;Drom;1250;1150
01;Druillat;1160;1151
01;Etrez;1340;1154
01;Foissiat;1340;1163
01;Germagnat;1250;1172
01;Grand-Corent;1250;1177
01;Hautecourt-Romanèche;1250;1184
01;Jasseron;1250;1195
01;Jayat;1340;1196
01;Journans;1250;1197
01;La Tranclière;1160;1425
01;Lent;1240;1211
01;Lescheroux;1560;1212
01;Malafretaz;1340;1229
01;Mantenay-Montlin;1560;1230
01;Marboz;1851;1232
01;Marsonnas;1340;1236
01;Meillonnas;1370;1241
01;Montagnat;1250;1254
01;Montcet;1310;1259
01;Montracol;1310;1264
01;Montrevel-en-Bresse;1340;1266
01;Neuville-sur-Ain;1160;1273
01;Péronnas;1960;1289
01;Pirajoux;1270;1296
01;Polliat;1310;1301
01;Pont-d'Ain;1160;1304
01;Pouillat;1250;1309
01;Pressiat;1370;1312
01;Priay;1160;1314
01;Ramasse;1250;1317
01;Revonnas;1250;1321
01;Saint-André-sur-Vieux-Jonc;1240;1336
01;Saint-Denis-lès-Bourg;1000;1344
01;Saint-Didier-d'Aussiat;1340;1346
01;Saint-Etienne-du-Bois;1370;1350
01;Saint-Jean-sur-Reyssouze;1560;1364
01;Saint-Julien-sur-Reyssouze;1560;1367
01;Saint-Just;1250;1369
01;Saint-Martin-du-Mont;1160;1374
01;Saint-Martin-le-Châtel;1310;1375
01;Saint-Nizier-le-Bouchoux;1560;1380
01;Saint-Rémy;1310;1385
01;Saint-Sulpice;1340;1387
01;Saint-Trivier-de-Courtes;1560;1388
01;Salavre;1270;1391
01;Servas;1240;1405
01;Servignat;1560;1406
01;Simandre-sur-Suran;1250;1408
01;Tossiat;1250;1422
01;Treffort-Cuisiat;1370;1426
01;Vandeins;1660;1429
01;Varambon;1160;1430
01;Verjon;1270;1432
01;Vernoux;1560;1433
01;Vescours;1560;1437
01;Villemotier;1270;1445
01;Villereversure;1250;1447
01;Viriat;1440;1451
01;Ambérieu-en-Bugey;1500;1004
01;Ambronay;1500;1007
01;Ambutrix;1500;1008
01;Apremont;1100;1011
01;Arbent;1100;1014
01;Balan;1360;1027
01;Béligneux;1360;1032
01;Belleydoux;1130;1035
01;Bellignat;1810;1031
01;Bettant;1500;1041
01;Blyes;1150;1047
01;Bolozon;1450;1051
01;Bourg-Saint-Christophe;1800;1054
01;Boyeux-Saint-Jérôme;1640;1056
01;Bressolles;1360;1062
01;Brion;1460;1063
01;Ceignes;1430;1067
01;Cerdon;1450;1068
01;Challes-la-Montagne;1450;1077
01;Charix;1130;1087
01;Charnoz-sur-Ain;1800;1088
01;Château-Gaillard;1500;1089
01;Chazey-sur-Ain;1150;1099
01;Dagneux;1120;1142
01;Dortan;1590;1148
01;Douvres;1500;1149
01;Echallon;1130;1152
01;Faramans;1800;1156
01;Géovreisset;1100;1171
01;Géovreissiat;1460;1170
01;Groissiat;1810;1181
01;Izernore;1580;1192
01;Joyeux;1800;1198
01;Jujurieux;1640;1199
01;Labalme;1450;1200
01;L'Abergement-de-Varey;1640;1002
01;La Boisse;1120;1049
01;Lagnieu;1150;1202
01;Lalleyriat;1130;1204
01;Le Montellier;1800;1260
01;Le Poizat;1130;1300
01;Les Neyrolles;1130;1274
01;Leyment;1150;1213
01;Leyssard;1450;1214
01;Loyettes;1360;1224
01;Maillat;1430;1228
01;Martignat;1810;1237
01;Matafelon-Granges;1580;1240
01;Mérignat;1450;1242
01;Meximieux;1800;1244
01;Montluel;1120;1262
01;Montréal-la-Cluse;1460;1265
01;Nantua;1130;1269
01;Niévroz;1120;1276
01;Nurieux-Volognat;1460;1267
01;Oyonnax;1100;1283
01;Pérouges;1800;1290
01;Peyriat;1430;1293
01;Pizay;1120;1297
01;Poncin;1450;1303
01;Port;1460;1307
01;Rignieux-le-Franc;1800;1325
01;Saint-Alban;1450;1331
01;Saint-Denis-en-Bugey;1500;1345
01;Sainte-Croix;1120;1342
01;Sainte-Julie;1150;1366
01;Saint-Eloi;1800;1349
01;Saint-Jean-de-Niost;1800;1361
01;Saint-Jean-le-Vieux;1640;1363
01;Saint-Martin-du-Frêne;1430;1373
01;Saint-Maurice-de-Gourdans;1800;1378
01;Saint-Maurice-de-Rémens;1500;1379
01;Saint-Sorlin-en-Bugey;1150;1386
01;Saint-Vulbas;1150;1390
01;Samognat;1580;1392
01;Sault-Brénaz;1150;1396
01;Serrières-sur-Ain;1450;1404
01;Sonthonnax-la-Montagne;1580;1410
01;Souclin;1150;1411
01;Vaux-en-Bugey;1150;1431
01;Villebois;1150;1444
01;Villieu-Loyes-Mollon;1800;1450
01;Ambléon;1300;1006
01;Andert-et-Condon;1300;1009
01;Anglefort;1350;1010
01;Aranc;1110;1012
01;Arandas;1230;1013
01;Arbignieu;1300;1015
01;Argis;1230;1017
01;Armix;1510;1019
01;Artemare;1510;1022
01;Bellegarde-sur-Valserine;1200;1033
01;Belley;1300;1034
01;Belmont-Luthézieu;1260;1036
01;Bénonces;1470;1037
01;Béon;1350;1039
01;Billiat;1200;1044
01;Brégnier-Cordon;1300;1058
01;Brénaz;1260;1059
01;Brénod;1110;1060
01;Brens;1300;1061
01;Briord;1470;1064
01;Cessy;1170;1071
01;Ceyzérieu;1350;1073
01;Chaley;1230;1076
01;Challex;1630;1078
01;Champagne-en-Valromey;1260;1079
01;Champdor;1110;1080
01;Champfromier;1410;1081
01;Chanay;1420;1082
01;Châtillon-en-Michaille;1200;1091
01;Chavornay;1510;1097
01;Chazey-Bons;1300;1098
01;Cheignieu-la-Balme;1510;1100
01;Chevillard;1430;1101
01;Chevry;1170;1103
01;Chézery-Forens;1200;1104
01;Cleyzieu;1230;1107
01;Collonges;1550;1109
01;Colomieu;1300;1110
01;Conand;1230;1111
01;Condamine;1430;1112
01;Confort;1200;1114
01;Contrevoz;1300;1116
01;Conzieu;1300;1117
01;Corbonod;1420;1118
01;Corcelles;1110;1119
01;Corlier;1110;1121
01;Cormaranche-en-Bugey;1110;1122
01;Cressin-Rochefort;1350;1133
01;Crozet;1170;1135
01;Culoz;1350;1138
01;Cuzieu;1300;1141
01;Divonne-les-Bains;1220;1143
01;Echenevex;1170;1153
01;Evosges;1230;1155
01;Farges;1550;1158
01;Ferney-Voltaire;1210;1160
01;Flaxieu;1350;1162
01;Gex;1170;1173
01;Giron;1130;1174
01;Grilly;1220;1180
01;Groslée;1680;1182
01;Hauteville-Lompnes;1110;1185
01;Hostiaz;1110;1186
01;Hotonnes;1260;1187
01;Injoux-Génissiat;1200;1189
01;Innimond;1680;1190
01;Izenave;1430;1191
01;Izieu;1300;1193
01;La Burbanche;1510;1066
01;Lancrans;1200;1205
01;Lantenay;1430;1206
01;Lavours;1350;1208
01;Léaz;1200;1209
01;Le Grand-Abergement;1260;1176
01;Lélex;1410;1210
01;Le Petit-Abergement;1260;1292
01;Lhôpital;1420;1215
01;Lhuis;1680;1216
01;Lochieu;1260;1218
01;Lompnas;1680;1219
01;Lompnieu;1260;1221
01;Magnieu;1300;1227
01;Marchamp;1680;1233
01;Marignieu;1300;1234
01;Massignieu-de-Rives;1300;1239
01;Mijoux;1170;1247
01;Montagnieu;1470;1255
01;Montanges;1200;1257
01;Murs-et-Gélignieux;1300;1268
01;Nattages;1300;1271
01;Nivollet-Montgriffon;1230;1277
01;Oncieu;1230;1279
01;Ordonnaz;1510;1280
01;Ornex;1210;1281
01;Outriaz;1430;1282
01;Parves;1300;1286
01;Péron;1630;1288
01;Peyrieu;1300;1294
01;Plagne;1130;1298
01;Pollieu;1350;1302
01;Pougny;1550;1308
01;Prémeyzel;1300;1310
01;Prémillieu;1510;1311
01;Prévessin-Moëns;1280;1313
01;Pugieu;1510;1316
01;Rossillon;1510;1329
01;Ruffieu;1260;1330
01;Saint-Benoît;1300;1338
01;Saint-Bois;1300;1340
01;Saint-Champ;1300;1341
01;Saint-Genis-Pouilly;1630;1354
01;Saint-Germain-de-Joux;1130;1357
01;Saint-Germain-les-Paroisses;1300;1358
01;Saint-Jean-de-Gonville;1630;1360
01;Saint-Martin-de-Bavel;1510;1372
01;Saint-Rambert-en-Bugey;1230;1384
01;Sauverny;1220;1397
01;Ségny;1170;1399
01;Seillonnaz;1470;1400
01;Sergy;1630;1401
01;Serrières-de-Briord;1470;1403
01;Seyssel;1420;1407
01;Songieu;1260;1409
01;Surjoux;1420;1413
01;Sutrieu;1260;1414
01;Talissieu;1510;1415
01;Tenay;1230;1416
01;Thézillieu;1110;1417
01;Thoiry;1710;1419
01;Torcieu;1230;1421
01;Versonnex;1210;1435
01;Vesancy;1170;1436
01;Vieu;1260;1442
01;Vieu-d'Izenave;1430;1441
01;Villes;1200;1448
01;Virieu-le-Grand;1510;1452
01;Virieu-le-Petit;1260;1453
01;Virignin;1300;1454
01;Vongnes;1350;1456
01;Ambérieux-en-Dombes;1330;1005
01;Arbigny;1190;1016
01;Ars-sur-Formans;1480;1021
01;Asnières-sur-Saône;1570;1023
01;Bâgé-la-Ville;1380;1025
01;Bâgé-le-Châtel;1380;1026
01;Baneins;1990;1028
01;Beauregard;1480;1030
01;Bey;1290;1042
01;Beynost;1700;1043
01;Birieux;1330;1045
01;Biziat;1290;1046
01;Boissey;1190;1050
01;Bouligneux;1330;1052
01;Boz;1190;1057
01;Chalamont;1320;1074
01;Chaleins;1480;1075
01;Chaneins;1990;1083
01;Chanoz-Châtenay;1400;1084
01;Châtenay;1320;1090
01;Châtillon-la-Palud;1320;1092
01;Châtillon-sur-Chalaronne;1400;1093
01;Chavannes-sur-Reyssouze;1190;1094
01;Chaveyriat;1660;1096
01;Chevroux;1190;1102
01;Civrieux;1390;1105
01;Condeissiat;1400;1113
01;Cormoranche-sur-Saône;1290;1123
01;Crans;1320;1129
01;Crottet;1620;1134
01;Cruzilles-lès-Mépillat;1290;1136
01;Dommartin;1380;1144
01;Dompierre-sur-Chalaronne;1400;1146
01;Fareins;1480;1157
01;Feillens;1570;1159
01;Francheleins;1090;1165
01;Frans;1480;1166
01;Garnerans;1140;1167
01;Genouilleux;1090;1169
01;Gorrevod;1190;1175
01;Grièges;1290;1179
01;Guéreins;1090;1183
01;Illiat;1140;1188
01;Jassans-Riottier;1480;1194
01;L'Abergement-Clémenciat;1400;1001
01;La Chapelle-du-Châtelard;1240;1085
01;Laiz;1290;1203
01;Lapeyrouse;1330;1207
01;Le Plantay;1330;1299
01;Lurcy;1090;1225
01;Manziat;1570;1231
01;Marlieux;1240;1235
01;Massieux;1600;1238
01;Messimy-sur-Saône;1480;1243
01;Mézériat;1660;1246
01;Mionnay;1390;1248
01;Miribel;1700;1249
01;Misérieux;1600;1250
01;Mogneneins;1140;1252
01;Montceaux;1090;1258
01;Monthieux;1390;1261
01;Montmerle-sur-Saône;1090;1263
01;Neuville-les-Dames;1400;1272
01;Neyron;1700;1275
01;Ozan;1190;1284
01;Parcieux;1600;1285
01;Perrex;1540;1291
01;Peyzieux-sur-Saône;1140;1295
01;Pont-de-Vaux;1190;1305
01;Pont-de-Veyle;1290;1306
01;Rancé;1390;1318
01;Relevant;1990;1319
01;Replonges;1620;1320
01;Reyrieux;1600;1322
01;Reyssouze;1190;1323
01;Romans;1400;1328
01;Saint-André-de-Bâgé;1380;1332
01;Saint-André-de-Corcy;1390;1333
01;Saint-André-d'Huiriat;1290;1334
01;Saint-André-le-Bouchoux;1240;1335
01;Saint-Bénigne;1190;1337
01;Saint-Bernard;1600;1339
01;Saint-Cyr-sur-Menthon;1380;1343
01;Saint-Didier-de-Formans;1600;1347
01;Saint-Didier-sur-Chalaronne;1140;1348
01;Sainte-Euphémie;1600;1353
01;Sainte-Olive;1330;1382
01;Saint-Etienne-sur-Chalaronne;1140;1351
01;Saint-Etienne-sur-Reyssouze;1190;1352
01;Saint-Genis-sur-Menthon;1380;1355
01;Saint-Georges-sur-Renon;1400;1356
01;Saint-Germain-sur-Renon;1240;1359
01;Saint-Jean-de-Thurigneux;1390;1362
01;Saint-Jean-sur-Veyle;1290;1365
01;Saint-Julien-sur-Veyle;1540;1368
01;Saint-Laurent-sur-Saône;1620;1370
01;Saint-Marcel;1390;1371
01;Saint-Maurice-de-Beynost;1700;1376
01;Saint-Nizier-le-Désert;1320;1381
01;Saint-Paul-de-Varax;1240;1383
01;Saint-Trivier-sur-Moignans;1990;1389
01;Sandrans;1400;1393
01;Savigneux;1480;1398
01;Sermoyer;1190;1402
01;Sulignat;1400;1412
01;Thil;1120;1418
01;Thoissey;1140;1420
01;Toussieux;1600;1423
01;Tramoyes;1390;1424
01;Trévoux;1600;1427
01;Valeins;1140;1428
01;Versailleux;1330;1434
01;Vésines;1570;1439
01;Villars-les-Dombes;1330;1443
01;Villeneuve;1480;1446
01;Villette-sur-Ain;1320;1449
01;Vonnas;1540;1457
02;Achery;2800;2002
02;Aguilcourt;2190;2005
02;Aizelles;2820;2007
02;Amifontaine;2190;2013
02;Andelain;2800;2016
02;Anguilcourt-le-Sart;2800;2017
02;Anizy-le-Château;2320;2018
02;Archon;2360;2021
02;Arrancy;2860;2024
02;Assis-sur-Serre;2270;2027
02;Athies-sous-Laon;2840;2028
02;Aubigny-en-Laonnois;2820;2033
02;Aulnois-sous-Laon;2000;2037
02;Barenton-Bugny;2000;2046
02;Barenton-Cel;2000;2047
02;Barenton-sur-Serre;2270;2048
02;Bassoles-Aulers;2380;2052
02;Beaurieux;2160;2058
02;Berlise;2340;2069
02;Berrieux;2820;2072
02;Berry-au-Bac;2190;2073
02;Bertaucourt-Epourdon;2800;2074
02;Bertricourt;2190;2076
02;Besny-et-Loizy;2870;2080
02;Bièvres;2860;2088
02;Bois-lès-Pargny;2270;2096
02;Boncourt;2350;2097
02;Bouconville-Vauclair;2860;2102
02;Bouffignereux;2160;2104
02;Bourg-et-Comin;2160;2106
02;Bourguignon-sous-Montbavin;2000;2108
02;Brancourt-en-Laonnois;2320;2111
02;Braye-en-Laonnois;2000;2115
02;Brie;2870;2122
02;Brunehamel;2360;2126
02;Bruyères-et-Montbérault;2860;2128
02;Bucy-lès-Cerny;2870;2132
02;Bucy-lès-Pierrepont;2350;2133
02;Cerny-en-Laonnois;2860;2150
02;Cerny-lès-Bucy;2870;2151
02;Cessières;2320;2153
02;Chaillevois;2000;2155
02;Chalandry;2270;2156
02;Chambry;2000;2157
02;Chamouille;2860;2158
02;Chaourse;2340;2160
02;Charmes;2800;2165
02;Chaudardes;2160;2171
02;Chérêt;2860;2177
02;Chermizy-Ailles;2860;2178
02;Chéry-lès-Pouilly;2000;2180
02;Chéry-lès-Rozoy;2360;2181
02;Chevregny;2000;2183
02;Chivres-en-Laonnois;2350;2189
02;Chivy-lès-Etouvelles;2000;2191
02;Clacy-et-Thierret;2000;2196
02;Clermont-les-Fermes;2340;2200
02;Colligis-Crandelain;2860;2205
02;Concevreux;2160;2208
02;Condé-sur-Suippe;2190;2211
02;Corbeny;2820;2215
02;Coucy-lès-Eppes;2840;2218
02;Courbes;2800;2222
02;Courtrizy-et-Fussigny;2820;2229
02;Couvron-et-Aumencourt;2270;2231
02;Craonne;2160;2234
02;Craonnelle;2160;2235
02;Crécy-sur-Serre;2270;2237
02;Crépy;2870;2238
02;Cuiry-lès-Chaudardes;2160;2250
02;Cuiry-lès-Iviers;2360;2251
02;Cuissy-et-Geny;2160;2252
02;Dagny-Lambercy;2140;2256
02;Danizy;2800;2260
02;Dercy;2270;2261
02;Deuillet;2700;2262
02;Dizy-le-Gros;2340;2264
02;Dohis;2360;2265
02;Dolignon;2360;2266
02;Ebouleau;2350;2274
02;Eppes;2840;2282
02;Etouvelles;2000;2294
02;Evergnicourt;2190;2299
02;Faucoucourt;2320;2301
02;Festieux;2840;2309
02;Fourdrain;2870;2329
02;Fressancourt;2800;2335
02;Gernicourt;2160;2344
02;Gizy;2350;2346
02;Goudelancourt-lès-Berrieux;2820;2349
02;Goudelancourt-lès-Pierrepont;2350;2350
02;Grandrieux;2360;2354
02;Guignicourt;2190;2360
02;Guyencourt;2160;2364
02;Jumigny;2160;2396
02;Juvincourt-et-Damary;2190;2399
02;La Fère;2800;2304
02;La Malmaison;2190;2454
02;Laniscourt;2000;2407
02;Laon;2000;2408
02;Lappion;2150;2409
02;La Selve;2150;2705
02;Laval-en-Laonnois;2860;2413
02;La Ville-aux-Bois-lès-Dizy;2340;2802
02;La Ville-aux-Bois-lès-Pontavert;2160;2803
02;Les Autels;2360;2038
02;Le Thuel;2340;2743
02;Lierval;2860;2429
02;Liesse-Notre-Dame;2350;2430
02;Lislet;2340;2433
02;Lizy;2320;2434
02;Lor;2190;2440
02;Mâchecourt;2350;2448
02;Maizy;2160;2453
02;Marchais;2350;2457
02;Martigny-Courpierre;2860;2471
02;Mauregny-en-Haye;2820;2472
02;Mayot;2800;2473
02;Menneville;2190;2475
02;Merlieux-et-Fouquerolles;2000;2478
02;Mesbrecourt-Richecourt;2270;2480
02;Meurival;2160;2482
02;Missy-lès-Pierrepont;2350;2486
02;Molinchart;2000;2489
02;Monampteuil;2000;2490
02;Monceau-lès-Leups;2270;2492
02;Mons-en-Laonnois;2000;2497
02;Montaigu;2820;2498
02;Montbavin;2000;2499
02;Montchâlons;2860;2501
02;Montcornet;2340;2502
02;Monthenault;2860;2508
02;Montigny-sur-Crécy;2270;2517
02;Montloué;2340;2519
02;Morgny-en-Thiérache;2360;2526
02;Mortiers;2270;2529
02;Moulins;2160;2530
02;Moussy-Verneuil;2160;2531
02;Muscourt;2160;2534
02;Neufchâtel-sur-Aisne;2190;2541
02;Neuville-sur-Ailette;2860;2550
02;Nizy-le-Comte;2150;2553
02;Noircourt;2340;2556
02;Nouvion-et-Catillon;2270;2559
02;Nouvion-le-Comte;2800;2560
02;Nouvion-le-Vineux;2860;2561
02;OEuilly;2160;2565
02;Orainville;2190;2572
02;Orgeval;2860;2573
02;Oulches-la-Vallée-Foulon;2160;2578
02;Paissy;2160;2582
02;Pancy-Courtecon;2860;2583
02;Parfondeval;2360;2586
02;Parfondru;2840;2587
02;Pargnan;2160;2588
02;Pargny-les-Bois;2270;2591
02;Pignicourt;2190;2601
02;Pinon;2320;2602
02;Ployart-et-Vaurseine;2860;2609
02;Pontavert;2160;2613
02;Pouilly-sur-Serre;2270;2617
02;Prémontré;2320;2619
02;Presles-et-Thierny;2860;2621
02;Prouvais;2190;2626
02;Proviseux-et-Plesnoy;2190;2627
02;Raillimont;2360;2634
02;Remies;2270;2638
02;Renneval;2340;2641
02;Résigny;2360;2642
02;Rogécourt;2800;2651
02;Roucy;2160;2656
02;Rouvroy-sur-Serre;2360;2660
02;Royaucourt-et-Chailvet;2000;2661
02;Rozoy-sur-Serre;2360;2666
02;Sainte-Croix;2820;2675
02;Sainte-Geneviève;2340;2678
02;Sainte-Preuve;2350;2690
02;Saint-Erme-Outre-et-Ramecourt;2820;2676
02;Saint-Gobain;2410;2680
02;Saint-Nicolas-aux-Bois;2410;2685
02;Saint-Thomas;2820;2696
02;Samoussy;2840;2697
02;Servais;2700;2716
02;Sissonne;2150;2720
02;Soize;2340;2723
02;Suzy;2320;2733
02;Travecy;2800;2746
02;Trucy;2860;2751
02;Urcel;2000;2755
02;Variscourt;2190;2761
02;Vassogne;2160;2764
02;Vaucelles-et-Beffecourt;2000;2765
02;Vauxaillon;2320;2768
02;Vendresse-Beaulne;2160;2778
02;Verneuil-sur-Serre;2000;2787
02;Versigny;2800;2788
02;Veslud;2840;2791
02;Vigneux-Hocquet;2340;2801
02;Vincy-Reuil-et-Magny;2340;2819
02;Vivaise;2870;2821
02;Vorges;2860;2824
02;Wissignicourt;2320;2834
2A;Afa;20167;20001
2A;Ajaccio;20000;20004
2A;Alata;20167;20006
2A;Ambiegna;20151;20014
2A;Appietto;20167;20017
2A;Arbori;20160;20019
2A;Arro;20151;20022
2A;Azzana;20121;20027
2A;Balogna;20160;20028
2A;Bastelicaccia;20129;20032
2A;Bocognano;20136;20040
2A;Calcatoggio;20111;20048
2A;Cannelle;20151;20060
2A;Carbuccia;20133;20062
2A;Cargèse;20130;20065
2A;Casaglione;20111;20070
2A;Coggia;20160;20090
2A;Cristinacce;20126;20100
2A;Cuttoli-Corticchiato;20167;20103
2A;Evisa;20126;20108
2A;Guagno;20160;20131
2A;Letia;20160;20141
2A;Lopigna;20139;20144
2A;Marignana;20141;20154
2A;Murzo;20160;20174
2A;Orto;20125;20196
2A;Osani;20147;20197
2A;Ota;20150;20198
2A;Partinello;20147;20203
2A;Pastricciola;20121;20204
2A;Peri;20167;20209
2A;Piana;20115;20212
2A;Poggiolo;20125;20240
2A;Renno;20160;20258
2A;Rezza;20121;20259
2A;Rosazia;20121;20262
2A;Salice;20121;20266
2A;Sant'Andréa-d'Orcino;20151;20295
2A;Sari-d'Orcino;20151;20270
2A;Sarrola-Carcopino;20167;20271
2A;Serriera;20147;20279
2A;Soccia;20125;20282
2A;Tavaco;20167;20323
2A;Tavera;20163;20324
2A;Ucciani;20133;20330
2A;Valle-di-Mezzana;20167;20336
2A;Vero;20172;20345
2A;Vico;20160;20348
2A;Villanova;20167;20351
2B;Barbaggio;20253;20029
2B;Barrettali;20228;20030
2B;Bastia;20200;20033
2B;Biguglia;20620;20037
2B;Borgo;20290;20042
2B;Brando;20222;20043
2B;Cagnano;20228;20046
2B;Canari;20217;20058
2B;Centuri;20238;20086
2B;Ersa;20275;20107
2B;Farinole;20253;20109
2B;Furiani;20600;20120
2B;Lama;20218;20136
2B;Lucciana;20290;20148
2B;Luri;20228;20152
2B;Meria;20287;20159
2B;Morsiglia;20238;20170
2B;Murato;20239;20172
2B;Nonza;20217;20178
2B;Ogliastro;20217;20183
2B;Olcani;20217;20184
2B;Oletta;20232;20185
2B;Olmeta-di-Capocorso;20217;20187
2B;Olmeta-di-Tuda;20273;20188
2B;Patrimonio;20253;20205
2B;Pietracorbara;20233;20224
2B;Pietralba;20218;20223
2B;Piève;20258;20230
2B;Pino;20228;20233
2B;Poggio-d'Oletta;20232;20239
2B;Rapale;20258;20257
2B;Rogliano;20247;20261
2B;Rutali;20239;20265
2B;Saint-Florent;20217;20298
2B;San-Gavino-di-Tenda;20246;20301
2B;San-Martino-di-Lota;20200;20305
2B;Santa-Maria-di-Lota;20200;20309
2B;Santo-Pietro-di-Tenda;20246;20314
2B;Sisco;20233;20281
2B;Sorio;20258;20287
2B;Tomino;20248;20327
2B;Urtaca;20218;20332
2B;Vallecalle;20273;20333
2B;Vignale;20290;20350
2B;Ville-di-Pietrabugno;20200;20353
02;Alaincourt;2240;2009
02;Annois;2480;2019
02;Artemps;2480;2025
02;Attilly;2490;2029
02;Aubencheul-aux-Bois;2420;2030
02;Aubigny-aux-Kaisnes;2590;2032
02;Beaurevoir;2110;2057
02;Beauvois-en-Vermandois;2590;2060
02;Bellenglise;2420;2063
02;Bellicourt;2420;2065
02;Benay;2440;2066
02;Berthenicourt;2240;2075
02;Bony;2420;2100
02;Bray-Saint-Christophe;2480;2117
02;Brissay-Choigny;2240;2123
02;Brissy-Hamégicourt;2240;2124
02;Castres;2680;2142
02;Caulaincourt;2490;2144
02;Cerizy;2240;2149
02;Châtillon-sur-Oise;2240;2170
02;Clastres;2440;2199
02;Contescourt;2680;2214
02;Cugny;2480;2246
02;Dallon;2680;2257
02;Douchy;2590;2270
02;Dury;2480;2273
02;Essigny-le-Grand;2690;2287
02;Essigny-le-Petit;2100;2288
02;Estrées;2420;2291
02;Etreillers;2590;2296
02;Fayet;2100;2303
02;Fieulaine;2110;2310
02;Flavy-le-Martel;2520;2315
02;Fluquières;2590;2317
02;Fonsommes;2110;2319
02;Fontaine-lès-Clercs;2680;2320
02;Fontaine-Notre-Dame;2110;2322
02;Foreste;2590;2327
02;Francilly-Selency;2760;2330
02;Gauchy;2430;2340
02;Germaine;2590;2343
02;Gibercourt;2440;2345
02;Gouy;2420;2352
02;Gricourt;2100;2355
02;Grugies;2680;2359
02;Happencourt;2480;2367
02;Hargicourt;2420;2370
02;Harly;2100;2371
02;Hinacourt;2440;2380
02;Holnon;2760;2382
02;Homblières;2720;2383
02;Itancourt;2240;2387
02;Jeancourt;2490;2390
02;Joncourt;2420;2392
02;Jussy;2480;2397
02;Lanchy;2590;2402
02;Le Catelet;2420;2143
02;Lehaucourt;2420;2374
02;Lempire;2420;2417
02;Lesdins;2100;2420
02;Levergies;2420;2426
02;Le Verguier;2490;2782
02;Ly-Fontaine;2440;2446
02;Magny-la-Fosse;2420;2451
02;Maissemy;2490;2452
02;Marcy;2720;2459
02;Mesnil-Saint-Laurent;2720;2481
02;Mézières-sur-Oise;2240;2483
02;Montescourt-Lizerolles;2440;2504
02;Morcourt;2100;2525
02;Moy-de-l'Aisne;2610;2532
02;Nauroy;2420;2539
02;Neuville-Saint-Amand;2100;2549
02;Ollezy;2480;2570
02;Omissy;2100;2571
02;Pithon;2480;2604
02;Pontru;2490;2614
02;Pontruet;2490;2615
02;Remaucourt;2100;2637
02;Remigny;2440;2639
02;Roupy;2590;2658
02;Rouvroy;2100;2659
02;Saint-Quentin;2100;2691
02;Saint-Simon;2640;2694
02;Savy;2590;2702
02;Sequehart;2420;2708
02;Seraucourt-le-Grand;2790;2710
02;Sommette-Eaucourt;2480;2726
02;Trefcon;2490;2747
02;Tugny-et-Pont;2640;2752
02;Urvillers;2690;2756
02;Vaux-en-Vermandois;2590;2772
02;Vendelles;2490;2774
02;Vendeuil;2800;2775
02;Vendhuile;2420;2776
02;Vermand;2490;2785
02;Villeret;2420;2808
02;Villers-Saint-Christophe;2590;2815
2A;Albitreccia;20128;20008
2A;Altagène;20112;20011
2A;Arbellara;20110;20018
2A;Argiusta-Moriccio;20140;20021
2A;Aullène;20116;20024
2A;Azilone-Ampaza;20190;20026
2A;Bastelica;20119;20031
2A;Belvédère-Campomoro;20110;20035
2A;Bilia;20100;20038
2A;Bonifacio;20169;20041
2A;Campo;20142;20056
2A;Carbini;20170;20061
2A;Cardo-Torgia;20190;20064
2A;Cargiaca;20164;20066
2A;Casalabriva;20140;20071
2A;Cauro;20117;20085
2A;Ciamannacce;20134;20089
2A;Cognocoli-Monticchi;20123;20091
2A;Conca;20135;20092
2A;Corrano;20168;20094
2A;Coti-Chiavari;20138;20098
2A;Cozzano;20148;20099
2A;Eccica-Suarella;20117;20104
2A;Figari;20114;20114
2A;Foce;20100;20115
2A;Forciolo;20190;20117
2A;Fozzano;20143;20118
2A;Frasseto;20157;20119
2A;Giuncheto;20100;20127
2A;Granace;20100;20128
2A;Grossa;20100;20129
2A;Grosseto-Prugna;20128;20130
2A;Guargualé;20128;20132
2A;Guitera-les-Bains;20153;20133
2A;Lecci;20137;20139
2A;Levie;20170;20142
2A;Loreto-di-Tallano;20165;20146
2A;Mela;20112;20158
2A;Moca-Croce;20140;20160
2A;Monacia-d'Aullène;20171;20163
2A;Ocana;20117;20181
2A;Olivese;20140;20186
2A;Olmeto;20113;20189
2A;Olmiccia;20112;20191
2A;Palneca;20134;20200
2A;Petreto-Bicchisano;20140;20211
2A;Pianotolli-Caldarello;20131;20215
2A;Pietrosella;20166;20228
2A;Pila-Canale;20123;20232
2A;Porto-Vecchio;20137;20247
2A;Propriano;20110;20249
2A;Quasquara;20142;20253
